"X1SEX","X1RACE","X1MOMRESP","X1MOMEDU","X1MOMRACE","X1DADRESP","X1DADEDU","X1DADRACE","X1HHNUMBER","X1SES","X1MTHUTI","X1MTHEFF","X1MTHINT","X1SCIUTI","X1SCIEFF","X1SCIINT","X1SCHOOLBEL","X1SCHOOLENG","X1STUEDEXPCT","X1PAREDEXPCT","X1TMRACE","X1TMCERT","X1LOCALE","X1REGION","X1SCHOOLCLI","X1COUPERTEA","X1COUPERCOU","X1COUPERPRI","X3TGPA9TH","S1NOHWDN","S1NOPAPER","S1NOBOOKS","S1LATE","S1PAYOFF","S1GETINTOCLG","S1AFFORD","S1WORKING","S1FRNDGRADES","S1FRNDSCHOOL","S1FRNDCLASS","S1FRNDCLG","S1HRMHOMEWK","S1HRSHOMEWK","S1HROTHHOMWK","S1SUREHSGRAD","P1BEHAVE","P1ATTEND","P1PERFORM","P1HWOFTEN","X4EVERDROP","X4PSENRSTLV"
"1","6","0","2","8","1","2","3","8",0.2299,0.9,1.21,2.08,-1.45,-1.21,0.16,1.59,0.52,"10","10","8","1","4","2",0.64,-1.6,0.26,-2,3,"2","1","2","1","4","3","3","4","1","2","1","2","1","1",2,"1","2","1","2","4","0","1"
"1","6","1","2","8","0","0","0","4",-0.9072,1.31,-1.63,0.49,-0.33,-1.63,-2.15,-0.81,0.25,"10","10","8","1","3","2",0.47,-1.9,-0.68,-2.36,2.5,"4","1","1","1","4","4","4","4","1","1","1","1","1","1",1,"2","1","1","1","1","0","1"
"1","8","1","2","8","0","5","8","6",0.6138,0.9,-1.85,-0.66,0.1,-0.89,-0.62,0.6,1.39,"6","8","8","1","1","3",-1.4,0.81,-0.49,-0.35,3,"1","1","1","1","3","3","1","4","1","2","1","1","1","1",2,"1","2","2","1","1","0","1"
"0","8","1","4","8","0","3","8","5",0.2865,-0.3,-0.17,0.85,0.71,-0.48,-0.62,1.59,-1.93,"10","8","8","1","4","2",0.6,-0.8,-1.85,-1.54,3.5,"4","2","4","2","1","3","4","4","1","1","1","1","1","2",2,"1","1","1","1","1","0","1"
"1","8","1","4","8","0","7","8","4",1.8178,-0.93,-0.3,-1.81,1.27,-0.59,0.16,0.02,0.29,"8","11","8","1","1","3",0.79,1.56,1.15,1.1,2,"2","2","1","2","3","3","3","4","1","1","1","1","2","2",2,"1","1","1","2","3","0","1"
"1","8","1","4","8","0","3","8","5",0.1006,-0.3,0.1,-0.18,0.1,0.25,0.5,-0.73,1.09,"8","8","8","1","2","2",0.24,-1.09,-0.49,-0.91,3.5,"1","1","1","2","3","3","3","2","1","1","1","1","2","1",2,"1","2","1","1","2","0","1"
"1","5","0","2","5","1","2","5","6",-0.5983,-0.7,-1.41,-0.2,-0.2,-2.91,-1.38,-0.14,-1.49,"10","6","8","1","2","2",-1.65,-0.82,-1.32,-0.01,3,"3","3","3","2","3","3","4","4","1","1","1","1","1","1",1,"1","1","1","1","2","0","1"
"1","8","1","2","8","0","2","5","5",-0.1241,-1.33,-1.37,-1.31,-2.07,-0.89,-0.28,-2.89,-1.3,"6","2","5","1","4","4",-1.51,-0.8,-0.36,-1.11,3,"3","3","2","3","3","3","3","3","1","2","1","1","1","1",1,"1","1","2","1","2","0","0"
"0","6","1","2","8","0","0","0","4",-0.1431,-3.51,0.05,1.71,0.23,-0.03,1.38,-0.61,-0.39,"10","4","8","1","2","3",-0.26,1.56,1.15,1.1,2,"3","2","1","3","4","4","4","3","1","1","1","1","3","3",3,"1","2","2","2","4","0","0"
"0","8","1","4","8","0","5","8","5",1.2149,-0.3,0.1,0.19,-0.47,-0.61,-0.54,1.34,0.52,"8","9","8","0","4","2",1.48,-0.33,-0.55,0.33,4,"2","1","2","1","3","3","3","3","1","1","1","1","1","1",1,"1","1","1","1","2","0","1"
"0","8","1","7","8","0","4","8","4",1.5383,-1.33,-1,-0.29,-0.33,0.25,0.16,-0.39,0.14,"6","8","8","1","1","3",0.79,1.56,1.15,1.1,3.5,"3","1","2","2","4","4","3","3","1","1","1","1","2","2",2,"1","1","1","1","1","0","1"
"1","8","1","4","8","0","2","8","5",0.5429,1.31,0.1,1.69,1.27,1.1,1.71,1.59,0.71,"10","10","8","1","3","3",0.83,-0.03,-0.08,-0.68,3,"2","1","1","2","4","4","4","4","1","1","1","1","1","2",2,"1","1","1","1","2","0","1"
"0","2","0","3","2","1","5","2","3",0.665,0.9,0.27,-0.11,1.27,-0.05,0.82,-0.16,-1.91,"10","8","8","1","2","1",-0.4,1.56,1.15,-0.45,2.5,"3","4","3","2","4","3","3","3","1","2","1","1","2","2",2,"1","2","1","2","4","0","1"
"0","2","0","2","6","1","5","6","4",-0.3136,1.31,1.62,2.08,1.27,-1.33,0.16,-0.34,-0.39,"8","10","2","1","1","3",-0.41,0.17,1.15,1.1,2,"3","2","1","3","1","4","3","4","1","1","1","1","2","1",3,"1","1","1","3","4","1","0"
"1","8","1","2","8","0","0","0","5",-0.1774,-0.3,0.1,0.19,0.1,0.25,0.16,-0.39,1.39,"11","6","8","1","2","2",-1.27,-1,1.15,1.1,4,"1","1","1","1","3","3","2","3","1","2","1","1","1","1",2,"1","1","1","1","2","0","1"
"1","5","1","3","5","0","2","5","5",0.6924,-0.3,0.1,0.49,0.1,-0.16,0.86,0.7,0.1,"11","4","5","1","2","4",-1.26,-1.09,-1.43,0,3,"2","2","2","1","3","3","3","3","1","1","1","1","2","2",2,"1","1","1","1","2","0","1"
"0","3","1","4","3","0","0","0","4",0.811,1.31,0.1,0.49,1.69,-0.91,1.71,-0.84,-1.79,"8","8","2","3","1","4",-0.7,-2.2,-1.5,-0.68,2.5,"3","3","3","3","4","3","1","3","1","2","1","1","1","1",1,"1","1","1","2","4","0","0"
"0","8","1","4","8","0","3","8","4",0.8942,-0.3,0.51,0.19,-0.33,0.25,-1.05,-2.07,0.71,"8","8","8","1","3","2",1.52,1.27,0.74,0.69,2.5,"2","1","1","2","2","3","3","3","1","1","1","1","1","1",1,"1","1","1","1","2","0","1"
"1","8","1","3","8","0","2","8","3",-0.302,0.67,0.94,0.19,-0.89,0.25,-1.82,-0.52,0.23,"10","10","8","1","2","1",-0.52,-0.05,0.21,-1.45,3.5,"2","1","2","2","3","3","3","3","1","2","1","2","1","1",1,"1","1","1","1","2","0","1"
"1","8","1","1","8","0","2","8","4",-0.6546,-1.33,-0.61,0.57,0.71,0.25,-0.67,-0.39,-1.81,"4","11","8","1","2","3",-0.41,-0.6,-0.02,-0.34,1.5,"4","4","2","2","3","3","3","3","1","1","1","1","1","1",1,"1","1","1","1","1","1","2"
"1","6","1","3","2","0","3","8","5",-0.6479,-0.3,-1.41,-0.66,0.1,-1.33,-1,-0.39,1.01,"11","6","8","1","2","1",-0.51,-1.07,-1.38,-0.35,3,"2","1","1","1","3","3","3","4","1","2","1","2","1","1",1,"2","1","1","1","4","0","0"
"1","4","1","2","4","0","0","0","3",-0.7751,-0.3,-0.58,0.57,0.1,-1.33,-1.38,-1.89,-0.58,"11","2","8","0","4","1",-1.69,-0.94,-1.02,-2.45,3,"3","2","2","2","2","3","2","2","2","2","2","2","1","1",1,"2","4","4","4","1","1","0"
"1","3","1","1","3","0","1","3","7",-1.1817,1.31,1.62,1.72,1.27,0.4,-0.23,0.55,1.39,"10","11","8","1","2","2",-0.76,-0.72,0.48,1.1,2.5,"1","1","1","1","1","4","3","4","1","1","1","1","1","1",1,"1","2","1","1","3","1","0"
"0","3","0","4","3","1","5","3","4",0.794,0.5,0.1,0.17,1.27,0.25,0.82,0.77,-0.2,"10","8","8","1","1","3",0.83,-0.8,-1.38,-1.11,3,"2","2","2","2","3","3","2","3","1","2","1","1","1","1",1,"1","1","1","1","2","0","1"
"0","4","1","1","4","0","1","4","6",-1.0924,0.9,-0.97,-0.54,1.27,-0.05,0.5,-0.47,0.71,"6","6","8","1","4","2",-2.83,-1.93,-0.78,-0.36,3,"2","1","1","2","3","3","3","4","1","2","1","2","1","2",2,"1","1","1","1","1","0","1"
"0","5","1","1","5","0","2","5","4",-1.2553,1.31,-0.73,-0.66,-0.89,-0.16,0.5,1.59,0.63,"11","5","8","5","2","3",-0.82,-0.33,1.15,0.01,3,"3","1","1","1","2","3","3","3","1","1","1","1","1","2",2,"2","1","1","1","2","0","1"
"0","8","1","2","8","0","0","0","3",-0.43,0.9,-0.17,-1.01,0.84,0.25,0.16,-0.39,-0.2,"2","10","8","1","2","3",1.67,0.26,0.68,1.1,3,"2","2","2","2","3","3","2","3","1","2","1","1","1","1",1,"1","1","1","1","3","0","1"
"1","8","0","2","8","1","2","8","3",-0.543,0.67,0.1,0.19,0.1,0.25,1.64,-0.39,1.01,"11","11","8","1","4","3",0.22,-0.21,0.68,-0.26,2,"2","1","1","1","3","3","3","3","1","2","1","1","1","2",2,"1","1","1","1","1","0","0"
"0","8","1","4","8","0","7","8","5",1.412,-0.3,1.62,-2.11,0.1,-0.9,0.16,-0.64,-1.25,"2","6","8","1","1","3",0.53,1.07,0.74,0.69,3,"3","2","4","1","3","1","3","2","1","2","1","2","3","1",1,"2","1","1","1","4","1","1"
"0","5","1","2","5","0","3","8","6",0.5507,-0.13,0.94,-0.18,-0.84,0.25,-0.29,-0.62,-1.63,"6","6","4","1","4","3",0.17,-2.96,-0.96,-0.33,3.5,"4","2","4","1","4","4","4","3","1","2","1","1","1","1",1,"1","1","1","1","1","0","1"
"1","6","1","2","8","0","0","0","3",-0.4023,-1.56,-0.3,-0.54,-1.45,-0.16,0.16,-0.98,-0.09,"2","11","8","3","2","2",1.47,0.31,1.02,-0.03,2.5,"3","2","1","2","2","3","3","3","2","2","2","1","1","2",2,"1","1","1","3","2","0","0"
"1","8","1","5","8","0","0","0","3",0.6846,-0.7,-0.61,-1.01,0.84,0.25,0.54,-1.14,0.9,"8","8","8","1","3","2",0.68,0.37,-0.21,-0.16,3,"1","1","2","1","4","4","4","3","1","1","1","1","1","1",3,"1","1","1","1","3","0","2"
"0","8","0","2","8","1","2","8","4",-0.7735,1.31,0.1,0.19,0.23,0.25,-1,-1.73,-1.24,"4","6","8","1","3","4",-3.01,-1.09,-0.33,-1.11,1,"3","4","1","3","3","3","1","3","1","2","1","1","1","1",2,"2","1","4","2","3","1","1"
"1","8","1","4","8","0","0","0","3",0.4073,-0.7,0.95,0.55,-0.33,0.25,-0.17,-0.04,-1.11,"10","8","8","1","3","2",-2.32,-0.51,-0.69,0.2,3.5,"2","3","3","2","4","4","3","4","1","1","1","1","1","1",2,"1","1","1","1","3","0","1"
"0","3","1","1","3","0","4","3","5",-0.8902,0.9,-0.69,-1.33,0.1,-0.18,0.93,1.59,-2.1,"11","2","8","1","1","4",-2.4,0.66,0.26,1.1,0.25,"4","4","2","3","1","1","1","4","2","1","1","1","1","1",1,"3","4","2","2","4","1","1"
"1","8","1","4","8","0","5","8","5",1.2149,0.9,0.22,1.71,0.1,-0.46,-0.23,0.98,-0.58,"3","6","8","5","1","4",0.18,-0.32,-0.14,-0.4,2.5,"3","2","2","2","1","3","3","3","1","1","1","1","1","1",1,"1","1","1","2","4","0","2"
"1","8","0","2","8","1","1","8","4",-0.7135,0.27,0.27,1.71,1.27,0.25,0.16,0.75,0.29,"4","6","8","1","4","3",-1.38,-0.8,-1.38,-1.11,2.5,"2","2","1","2","3","4","3","4","1","1","1","1","2","1",3,"2","1","3","1","4","0","0"
"0","6","1","2","8","0","0","0","4",-1.1012,0.74,0.51,-0.16,0.15,-0.05,0.93,0.43,1.09,"6","4","8","1","2","3",-1.22,-1.09,-1.72,-1.46,2,"1","1","1","2","2","4","4","4","1","2","1","2","4","1",1,"1","2","1","1","3","0","1"
"1","6","1","4","2","0","4","8","3",0.5585,0.27,0.1,-0.18,1.27,-0.48,-0.28,1.59,-0.15,"10","6","8","1","1","2",-1.11,0.17,0.14,-0.17,4,"3","1","2","2","4","4","4","4","1","1","1","1","1","1",3,"1","1","1","1","2","0","1"
"1","4","1","2","4","0","2","4","3",0.1969,1.31,0.1,-0.29,1.27,-0.16,-0.28,-0.73,0.71,"10","8","8","1","1","4",-0.01,0.03,0.61,0.59,2,"2","1","1","2","1","3","3","3","1","1","1","1","1","1",1,"1","1","1","2","3","0","0"
"1","2","0","7","8","1","4","8","4",1.3931,-1.27,-0.58,-0.29,-2.11,-1.74,-0.23,0.45,1.01,"11","6","2","1","2","2",0.13,1.27,1.15,1.1,3,"2","1","1","1","4","4","4","4","1","1","1","1","1","1",2,"1","1","1","1","2","0","1"
"1","8","1","2","8","0","2","5","5",-0.1236,-0.13,-0.17,0.19,-0.33,-1.63,-1,1.34,0.71,"6","10","8","1","1","4",-0.35,0.87,1.15,1.1,3,"2","1","1","2","1","3","3","3","1","1","1","1","1","2",2,"1","1","1","1","3","0","0"
"0","8","1","2","8","0","1","8","4",-0.1196,0.34,0.55,-1.01,-0.33,0.25,-0.67,1.59,1.09,"11","8","8","1","2","1",-1.43,0.24,-1.83,1.1,2.5,"1","1","1","2","4","4","3","3","1","1","1","1","2","1",2,"1","4","2","2","1","0","0"
"1","8","0","4","8","1","4","8","3",0.9017,-0.7,1.21,-0.96,-0.33,0.25,0.15,1.59,1.39,"10","8","8","3","2","1",-1.04,0.03,1.02,1.1,3.5,"1","1","1","1","4","4","4","4","1","1","1","1","1","1",2,"1","1","1","1","4","0","1"
"0","5","1","1","4","0","0","0","5",-1.6616,0.9,-0.17,0.19,-0.89,0.25,0.16,0.21,-0.22,"11","10","8","1","2","3",-0.52,-0.62,-1.25,-0.69,0.5,"3","3","1","1","2","4","3","3","1","1","1","1","1","1",2,"2","1","1","2","1","1","0"
"0","8","1","2","8","0","2","8","3",-0.0117,1.31,0.55,1.23,1.27,0.67,0.86,1.59,1.01,"10","10","8","1","4","3",-0.5,0.61,-0.36,-1.03,4,"2","1","1","1","4","4","4","4","1","1","1","1","2","3",2,"1","1","1","1","1","0","1"
"1","8","1","4","8","0","0","0","2",-0.0274,-0.7,-1.68,-0.29,-1.88,-0.89,-1.38,-0.98,0.03,"11","6","8","1","3","2",-0.4,1.36,1.15,1.1,3.5,"3","1","1","3","4","3","3","3","1","2","1","1","3","2",1,"2","1","1","2","4","0","1"
"0","8","1","3","8","0","2","8","5",-0.6388,-0.3,-2.92,-0.96,-0.94,-0.9,0.16,-1.08,-0.14,"2","2","8","1","1","2",-0.6,-0.6,-1.38,-1.11,3,"2","3","1","2","2","3","2","1","2","2","1","2","1","1",1,"2","4","2","3","3","1","0"
"1","8","0","5","8","1","5","8","7",1.4775,-0.93,-0.17,1.6,-0.94,-0.48,-0.67,1,0.23,"10","8","8","1","2","1",1.53,-4.09,1.15,1.1,4,"2","1","2","2","4","3","3","4","1","1","1","1","2","2",6,"1","1","1","1","2","0","1"
"0","8","1","2","8","0","1","8","3",-0.7329,0.34,0.1,1.35,-0.33,-0.17,-0.17,-0.73,-0.32,"11","2","8","0","3","3",-1.9,-0.25,0.34,1.1,2.5,"2","3","2","1","3","2","2","2","1","2","1","2","2","1",2,"1","2","1","2","3","1","0"
"0","8","1","4","8","0","4","8","6",1.3855,1.31,0.8,1.34,1.69,1.83,1.7,1.59,0.71,"6","6","8","1","3","3",-0.24,0.31,0.26,0.69,3,"2","1","1","2","4","4","4","4","1","1","1","1","1","1",1,"1","1","1","1","3","0","1"
"1","8","1","2","8","0","0","0","4",-0.3935,-0.3,-1.82,-1.51,-0.33,1.83,1.59,-1.8,0.71,"11","2","8","1","4","2",1.74,0.52,-0.96,-0.61,1,"2","1","1","2","3","3","3","4","2","2","2","1","2","3",4,"2","1","4","1","1","1","1"
"0","8","1","3","8","0","2","8","5",0.0439,-0.7,-0.29,0.19,-0.47,-0.48,0.54,0.78,1.09,"4","4","8","1","4","3",-0.86,-1.56,-1.79,-1.25,4,"1","1","1","2","3","3","3","3","1","1","1","1","1","2",1,"1","1","1","1","5","0","2"
"1","8","0","7","8","1","7","8","4",2.0785,0.27,0.1,-0.16,0.1,-0.46,0.41,-0.04,0.14,"8","10","8","1","2","2",-0.11,0.87,0.26,0.52,3,"3","1","2","1","4","4","2","4","1","1","1","1","1","2",3,"1","1","1","1","4","0","0"
"1","8","0","4","8","1","4","8","4",1.1166,-0.3,-0.75,-0.29,0.1,-0.89,0.49,1.34,-0.2,"8","6","8","0","1","3",1.44,1.07,1.15,1.1,3,"2","2","2","2","3","3","3","3","1","1","1","1","2","1",4,"1","1","1","2","2","0","1"
"1","6","1","4","8","0","0","0","3",0.4073,0.27,0.1,0.19,0.1,0.25,0.16,-0.04,0.1,"4","8","3","1","4","3",-1.74,-1.51,-1.72,-0.87,3.5,"2","2","2","1","3","3","2","3","1","1","1","1","1","1",1,"1","1","1","1","3","0","1"
"0","8","1","3","8","0","2","8","4",-0.4952,-1.33,1.62,-0.96,-0.89,1.83,0.5,-1.14,-0.62,"6","6","8","1","2","4",1.3,1.56,1.15,1.1,2,"3","2","2","2","3","4","3","4","1","1","1","1","1","1",1,"1","2","1","2","3","0","0"
"0","6","1","2","6","0","2","4","5",-0.9019,-0.7,-0.29,-0.66,-0.33,0.25,-0.28,-0.95,-1.91,"8","2","8","1","4","3",0.27,-1.35,-0.15,0,3,"3","4","3","2","3","3","2","3","1","2","1","1","1","1",1,"1","1","1","1","1","0","1"
"0","5","0","2","8","1","2","8","3",-0.7083,-0.3,0.1,0.19,-0.47,-1.74,-1.05,-0.75,-1.68,"11","10","8","5","1","3",-1.12,-0.6,-1.38,-1.11,2.5,"3","3","4","1","2","3","3","3","2","2","1","1","1","1",1,"1","1","1","1","5","0","1"
"0","8","1","2","8","0","2","8","5",-0.4161,-0.3,0.1,0.12,-0.94,0.26,0.09,-1.94,-1.08,"11","6","8","1","1","1",1,1.07,-0.02,1.1,2.5,"4","3","2","1","3","3","3","3","1","1","1","1","1","1",1,"1","1","1","1","2","0","0"
"0","8","0","4","8","1","5","8","3",0.9351,-0.3,-0.56,-0.73,1.69,0.25,-0.67,0.92,0.16,"10","6","8","1","1","2",0.04,0.03,-0.49,0,3,"2","3","1","1","3","4","3","4","1","1","1","1","2","2",2,"1","1","1","1","3","0","1"
"0","8","0","7","8","1","5","8","3",1.805,-1.56,0.1,-1.31,-1.45,0.25,-0.23,0.3,-0.2,"11","10","8","0","2","1",0.68,-0.11,1.15,1.1,4,"2","2","2","2","3","3","2","3","1","1","1","1","1","2",3,"1","1","1","1","1","0","1"
"0","8","1","2","8","0","2","8","4",-0.4975,-0.76,-2.92,-1.68,0.52,-2.91,-2.59,-0.39,-1.61,"2","2","8","5","2","2",0.07,-2.66,0.34,0.2,0.5,"3","4","4","1","2","2","2","1","1","1","1","1","1","1",1,"3","3","1","4","4","0","2"
"0","8","1","2","8","0","3","8","5",-0.2053,-0.7,0.95,1.6,0.1,-0.05,0.54,1.59,1.09,"10","11","8","1","1","3",-0.39,0.02,0.26,0.54,3,"1","1","1","2","1","4","4","3","1","1","1","1","2","2",2,"1","1","1","1","2","0","1"
"1","6","1","4","8","0","0","0","3",-0.0996,0.9,1.62,1.69,0.1,1.53,1.38,0.55,0.67,"10","10","8","0","1","4",-2.01,0.17,0.74,0.95,4,"1","2","1","2","4","4","4","4","1","1","1","1","1","1",2,"1","1","1","1","5","0","1"
"1","5","1","2","8","0","2","8","7",0.1172,-0.3,1.62,0.2,0.23,0.25,-0.67,-0.04,0.71,"8","6","8","1","1","4",-2.61,0.5,1.02,1.1,4,"2","1","1","2","3","3","3","3","1","1","1","1","2","2",2,"1","1","1","1","2","0","1"
"1","8","1","5","8","0","2","8","3",-0.1211,1.31,0.1,0.19,-0.33,0.25,1.32,0.52,-1.38,"2","8","8","1","3","1",-0.09,-0.81,-0.49,0.4,3,"4","3","2","2","4","4","4","4","1","1","1","1","1","1",2,"1","1","1","1","3","0","1"
"1","8","1","2","8","0","4","8","4",-0.2601,-0.7,-0.17,0.19,-0.33,-1.33,-0.61,1.34,-1,"6","6","8","1","2","2",0.76,1.09,1.15,0.66,4,"3","3","2","2","3","3","3","3","1","1","1","1","1","2",1,"1","1","1","1","2","0","1"
"0","8","1","3","8","0","2","8","6",0.2592,-0.3,-1,1.22,-1.08,0.25,1.25,1.59,1.01,"4","6","8","1","3","2",-0.35,-0.8,-0.08,-0.01,3,"2","1","1","1","4","4","4","3","1","1","1","1","3","3",1,"1","1","1","1","3","0","2"
"0","2","1","4","8","0","0","0","2",0.811,0.67,0.49,-0.11,0.71,-0.05,0.49,0.52,-0.2,"11","8","8","0","2","3",0.64,0.51,0.33,1.1,3,"2","2","2","2","4","4","3","3","1","1","1","1","1","1",1,"1","1","1","1","2","0","1"
"1","5","1","3","8","0","0","0","5",0.208,-3.51,-2.92,-0.74,1.69,1.83,1.38,1.23,-1.02,"10","8","8","1","3","1",0.64,0.81,-0.15,0,3,"4","4","1","1","4","4","4","1","1","1","2","2","1","1",1,"1","1","1","3","3","1","0"
"0","6","1","2","8","0","2","8","5",-0.5089,-2.37,-2.92,-1.86,-0.89,-0.16,-0.28,-1.63,-1.32,"2","2","8","1","3","3",-0.23,-0.82,-0.08,-0.53,2,"4","4","1","2","3","2","2","1","2","2","2","2","1","1",1,"2","1","1","1","3","0","2"
"0","8","1","2","8","0","2","8","5",-0.6655,-0.3,0.1,0.12,0.1,0.25,0.99,1.04,-0.52,"2","4","8","5","2","4",-1.6,-0.33,-0.49,-1.11,2.5,"3","3","1","2","1","1","1","4","1","2","1","1","1","1",2,"2","1","1","2","2","1","2"
"1","8","1","3","8","0","2","6","6",-0.3453,-0.93,0.1,0.87,-1.08,0.25,0.99,0.78,-0.09,"8","6","8","1","2","1",-0.4,0.87,0.14,-1.25,2,"3","2","1","2","3","3","3","3","1","1","1","1","1","2",3,"1","1","2","1","3","0","0"
"1","8","1","5","8","0","4","8","4",1.0771,-0.93,-0.75,-0.71,0.84,1.83,1.7,1.04,0.71,"10","10","8","1","3","3",0.91,0.87,1.15,1.1,2,"2","1","1","2","4","4","3","4","1","1","1","1","1","1",1,"1","1","1","1","1","0","1"
"1","2","0","4","2","1","4","2","4",0.942,1.31,0.1,1.22,1.69,0.67,2.03,1.59,1.39,"10","10","8","1","2","1",1.25,1.56,1.15,1.1,4,"1","1","1","1","4","3","3","3","1","1","1","1","1","1",2,"1","1","1","1","2","0","1"
"0","8","0","4","8","1","2","8","3",0.7143,1.31,0.9,0.66,0.71,1.83,0.16,-0.04,-0.28,"8","6","8","1","4","1",-0.66,0.52,-0.56,-1.11,3.5,"3","2","2","1","3","4","3","3","1","1","1","1","1","1",2,"1","1","1","1","3","0","0"
"0","8","1","5","8","0","4","8","4",1.2248,-0.3,-0.17,0.93,0.1,-0.89,-0.28,-0.04,0.1,"8","8","8","1","2","2",-0.83,0.23,-0.02,0.18,3.5,"2","2","2","1","4","4","3","3","1","1","1","1","2","2",2,"1","2","1","1","3","0","1"
"0","2","1","4","2","0","7","2","5",0.5762,-0.7,0.94,0.19,0.1,1.83,0.93,-0.04,0.1,"11","10","8","3","1","3",0.64,1.07,0.74,1.1,3.5,"2","2","2","1","3","3","3","3","1","1","1","1","2","2",3,"1","1","1","1","1","0","0"
"1","5","1","4","8","0","0","0","2",0.2768,1.31,0.1,0.87,0.1,0.56,-0.92,-0.61,0.59,"10","6","6","1","4","3",-0.52,-1,-2.67,-2.2,1.5,"2","2","1","1","4","4","4","3","1","1","1","1","1","1",1,"1","2","1","1","1","1","1"
"1","5","1","1","5","0","1","5","5",-1.3077,0.9,-1.41,-0.64,0.71,-1.02,0.16,-0.04,1.39,"2","11","8","1","2","2",-1.41,0.34,0.61,1.1,3,"1","1","1","1","4","2","2","3","1","1","1","1","1","1",1,"2","1","1","1","3","0","2"
"0","8","1","2","8","0","2","8","4",-0.4046,-0.3,-0.97,-1.01,-0.33,-0.48,0.49,-0.39,0.71,"4","11","8","1","2","2",0.74,-0.89,-0.9,-0.68,2,"2","1","1","2","3","3","2","2","1","2","1","2","1","1",1,"1","1","1","2","2","1","0"
"1","2","1","4","8","0","4","8","7",1.1166,-0.3,-0.56,-0.29,-0.33,-0.16,1.31,-0.39,0.23,"11","4","8","1","1","3",0.57,1.56,1.15,1.1,2.5,"2","1","2","2","3","3","3","3","1","1","1","1","2","2",3,"1","1","1","3","3","0","1"
"1","8","1","5","8","0","4","8","3",1.0318,-0.93,0.1,-0.16,0.1,-0.05,0.16,-0.39,1.39,"8","8","8","0","1","4",1.61,0.36,-0.21,0.18,3.5,"1","1","1","1","3","3","3","3","1","1","1","1","2","1",2,"1","1","1","2","3","0","1"
"0","6","1","2","8","0","2","8","4",-0.1027,0.9,0.51,0.5,0.84,-0.48,0.16,-0.04,-0.6,"2","6","8","1","3","2",-1.83,-0.25,0.08,-0.31,2.5,"4","3","1","1","3","3","3","3","1","1","1","1","1","1",2,"1","1","1","1","2","0","2"
"1","8","1","5","8","0","2","8","4",0.7222,-2.37,-2.53,-2.46,-1.88,-2.07,-1.82,-0.75,-0.69,"11","8","8","1","2","1",-1.04,0.03,1.02,1.1,3,"3","2","1","4","2","3","4","3","1","2","2","1","1","1",3,"1","2","1","2","2","0","1"
"0","8","0","3","8","1","2","8","5",0.2302,-0.3,-1.41,-0.59,-1.5,-1.33,-0.56,0.75,-1.72,"9","2","8","1","2","2",0.17,-0.25,-0.33,-0.31,1.5,"2","4","4","1","2","3","4","4","1","1","1","1","1","1",1,"1","3","1","2","4","0","1"
"1","8","1","1","8","0","0","0","5",-1.0217,-0.3,-2.12,-0.34,-0.33,-1.33,-0.28,-0.05,1.39,"8","10","8","1","2","4",-2.45,0.52,-0.15,-0.35,3.5,"1","1","1","1","3","3","1","4","1","1","1","1","5","3",6,"1","1","1","1","3","0","1"
"1","3","1","4","3","0","0","0","5",-0.8786,0.9,1.21,-0.71,1.69,1.1,1.32,1.59,-0.56,"10","10","8","3","2","3",0.14,-2.98,-1.09,-0.33,2.5,"2","4","1","2","3","4","2","4","1","1","1","1","2","2",2,"1","2","1","1","3","0","1"
"1","8","1","2","8","0","2","8","4",-0.0906,0.9,0.1,0.19,0.71,0.25,0.93,1.34,1.01,"8","8","2","1","1","4",0.28,0.5,1.02,1.1,3,"2","1","1","1","1","3","3","3","1","2","1","1","2","1",2,"1","1","1","1","3","0","1"
"0","5","1","1","5","0","0","0","5",-1.7526,-0.3,-1,-0.66,-0.52,-0.07,-0.23,-1.79,0.21,"11","11","8","5","2","3",0.01,-1.29,-2.07,-0.75,2,"3","2","1","1","2","2","2","3","1","1","1","1","2","1",2,"2","2","2","1","1","0","0"
"1","5","1","2","4","0","3","3","6",0.6504,1.31,1.62,1.69,-0.89,-0.76,-1.84,0.7,0.41,"10","10","8","0","1","4",1.31,1.56,1.15,1.1,2.5,"2","1","1","3","4","4","4","4","1","1","1","1","2","2",2,"1","1","1","1","5","0","1"
"0","8","1","2","8","0","2","8","4",-0.4046,-0.3,-0.3,-0.96,-0.33,-0.46,0.11,-0.64,1.39,"11","4","8","1","1","4",-0.39,-1.07,0.34,-0.14,2,"1","1","1","1","3","3","3","3","1","1","1","1","3","3",3,"1","2","1","1","3","1","1"
"0","2","1","5","2","0","4","2","5",0.9754,0.5,0.51,0.19,0.71,1.1,0.94,-0.04,0.52,"8","10","8","1","2","3",-0.64,0.31,0.81,0.74,4,"2","1","2","1","3","3","3","3","1","1","1","1","1","1",1,"1","1","1","1","1","0","1"
"0","8","0","2","8","1","2","8","3",-0.3714,0.9,1.62,-0.18,1.69,1.83,0.16,1.09,0.71,"4","6","8","1","4","3",-0.36,-0.72,0.39,-0.74,4,"2","1","1","2","4","4","3","4","1","1","1","1","1","2",1,"1","1","1","1","3","0","1"
"0","3","1","4","6","0","7","6","5",1.7484,0.9,-0.17,0.49,1.69,1.83,2.03,0.3,0.63,"10","10","8","1","4","1",0.72,0.52,0.74,0.11,3,"3","1","1","1","4","4","4","4","2","2","1","1","2","2",3,"1","1","1","1","1","0","1"
